Date,opening_price,highest_price,lowest_price,closing_price,transactions_in_blockchain,avg_block_size,sent_by_adress,avg_mining_difficulty,avg_hashrate,mining_profitability,sent_coins_in_usd,avg_transaction_fees,median_transaction_fees,avg_block_time,avg_transaction_value,median_transaction_value,tweets,google_trends,active_addresses,top100_to_total_percentage,avg_fee_to_reward,number_of_coins_in_circulation,miner_revenue,next_day_closing_price
2022-07-02,19241.82,19386.98,19016.76,19228.31,234958,612836,481938,29570168636358,1.9398046994431E+20,0.0868,45463411982,1.088,0.406,10.435,271541,445.641,122785,52.41,749831,15.482,1.519,19083431.25,16848775.516847175,19293.13
2022-07-03,19228.74,19597.55,18818.18,19293.13,206178,463076,429024,29570168636358,2.1131521459587E+20,0.0887,44988872977,0.929,0.326,9.29,309978,437.845,108361,60.715,635234,15.475,1.022,19084425.0,18764021.978929583,20211.9
2022-07-04,19293.61,20289.83,19032.74,20211.9,240242,601165,470284,29570168636358,2.3295016756602E+20,0.0759,49989909257,1.1,0.404,10.07,296314,519.921,111257,63.512,731034,15.466,1.495,19085287.5,17710446.53341544,20155.54
2022-07-05,20211.96,20712.48,19304.13,20155.54,245711,712699,481105,29570168636358,1.8727655122478E+20,0.0808,51882340919,1.606,0.649,12.203,297440,561.992,130932,64.843,758557,15.446,2.607,19085881.25,15144619.104130745,20544.66
2022-07-06,20155.47,20625.89,19770.23,20544.66,266991,758574,540741,29570168636358,1.8138519037387E+20,0.091,47156850603,1.85,0.806,11.339,254190,513.043,125527,61.258,857816,15.402,2.994,19086893.75,16778177.282876246,21613.29
2022-07-07,20544.45,21770.32,20260.4,21613.29,281278,665007,541021,29155457214820,2.1028043477854E+20,0.0993,33909303864,1.8,0.771,9.172,194924,504.141,145646,60.537,874968,15.396,2.426,19087668.75,20869123.264439654,21748.99
2022-07-08,21614.1,22312.71,21209.25,21748.99,268183,666354,532102,29152798808272,2.2361336736609E+20,0.0922,62562843806,1.854,0.773,9.73,303550,520.17,120842,60.54,828816,15.4,2.413,19088675.0,20610085.030495834,21581.15
2022-07-09,21600.39,21922.62,21368.62,21581.15,220574,576937,457900,29152798808272,1.9577039319082E+20,0.0942,35687883671,1.551,0.706,10.746,235438,464.51,107656,38.747,687097,15.463,1.856,19089531.25,18735674.272919107,20849.88
2022-07-10,21581.24,21588.67,20666.72,20849.88,199216,461006,409305,29152798808272,2.2023165741033E+20,0.093,22804803756,1.351,0.595,9.412,191061,437.29,104166,48.095,613635,15.452,1.315,19090593.75,20789681.39197659,19949.73
2022-07-11,20850.41,20856.52,19878.18,19949.73,229359,659935,462903,29152798808272,1.974180051259E+20,0.0813,78591532630,1.37,0.504,11.707,413229,550.931,119029,56.547,719333,15.408,1.958,19091168.75,16078738.285628874,19284.59
2022-07-12,19939.66,20039.06,19230.98,19284.59,275227,645852,514406,29152798808272,1.9923107172754E+20,0.0953,73086561524,1.246,0.471,9.536,330627,478.223,107710,56.966,834279,15.488,1.807,19092112.5,19253095.526382394,20232.26
2022-07-13,19275.76,20286.86,18925.09,20232.26,222547,700720,474871,29152798808272,1.8639640843416E+20,0.0747,89178695182,2.028,0.863,13.091,469047,545.01,114287,55.909,688087,15.444,3.242,19092781.25,13928315.139691427,20559.17
2022-07-14,20291.48,20787.15,19632.8,20559.17,286770,814337,539928,29152798808272,1.707042721609E+20,0.0953,48045789395,2.217,1.016,11.613,223547,493.891,116890,55.263,859784,15.435,3.909,19093681.25,16308882.031267505,20819.23
2022-07-15,20574.11,21177.6,20367.11,20819.23,269127,693547,525361,29152798808272,1.9341631382723E+20,0.0982,59883467534,2.013,0.921,10.141,278735,519.534,103145,50.595,837059,15.46,2.854,19094518.75,18967211.435173098,21206.48
2022-07-16,20812.15,21542.95,20478.56,21206.48,226490,542490,461140,29152798808272,2.133692544291E+20,0.0922,43617051275,1.684,0.819,9.73,251344,454.858,105801,37.481,661512,15.479,1.939,19095500.0,19644545.69899658,20784.11
2022-07-17,21231.08,21638.49,20755.67,20784.11,202033,607090,406862,29152798808272,1.9546836676456E+20,0.0859,23397955422,1.66,0.704,11.613,179484,431.589,110126,44.57,614943,15.559,1.999,19096193.75,17327703.097352717,22436.86
2022-07-18,20787.78,22743.34,20758.8,22436.86,247764,662786,470715,29152798808272,1.9119042458966E+20,0.0959,50827175156,1.964,0.763,10.992,291174,559.533,162147,57.986,753821,15.539,2.654,19097137.5,18303796.242508292,23394.01
2022-07-19,22310.74,23802.53,21582.78,23394.01,279812,746068,521233,29152798808272,1.8914114045347E+20,0.106,54158175038,2.147,0.839,10.435,267583,544.364,166338,55.337,880113,15.52,3.002,19097981.25,19972141.1063353,23261.46
2022-07-20,23395.61,24266.97,22914.91,23261.46,260069,717017,500290,29152798808272,1.9249677830014E+20,0.0996,43099652584,2.324,1.027,11.429,233186,592.904,164476,61.34,764943,15.476,3.155,19098718.75,19141473.222768992,23154.41
2022-07-21,23242.14,23371.21,22369.08,23154.41,273837,719470,536651,28827135813163,1.9103210678137E+20,0.107,55694552143,2.026,0.936,10.36,314853,498.489,161933,64.891,826508,15.641,2.711,19099681.25,20768206.558513064,22685.2
2022-07-22,23153.92,23713.04,22508.31,22685.2,263144,661528,516241,27692567959234,1.8899120413351E+20,0.104,58396613839,1.913,0.848,10.909,284696,519.832,129257,52.28,711027,15.624,2.57,19100393.75,19591278.209783014,22458.94
2022-07-23,22688.65,22998.0,21962.1,22458.94,223590,516219,455915,27692567959234,1.8503384414401E+20,0.119,48523910004,1.354,0.579,9.351,267149,449.888,121141,44.379,673523,15.628,1.379,19101456.25,21918540.32658128,22579.54
2022-07-24,22495.39,23005.53,22277.36,22579.54,199762,467714,404918,27692567959234,2.1812119541761E+20,0.103,26634062283,1.21,0.443,9.172,192584,446.116,96410,41.401,629918,15.628,1.077,19102437.5,22447659.673061103,21318.87
2022-07-25,22586.58,22666.98,21277.76,21318.87,253275,652878,492223,27692567959234,2.1248999752321E+20,0.093,68722835939,1.098,0.327,10.141,325345,521.04,111431,49.589,763738,15.629,1.407,19103212.5,20068081.035220552,21259.25
2022-07-26,21302.76,21316.24,20728.54,21259.25,264701,611243,520021,27692567959234,2.1161786316744E+20,0.101,77515182233,1.157,0.376,9,413883,497.429,116187,50.169,839236,15.64,1.436,19104243.75,21346601.625572704,22948.03
2022-07-27,21251.2,22981.12,21042.72,22948.03,255765,548527,509688,27692567959234,2.264486042438E+20,0.0997,61163483505,1.028,0.333,8.727,317164,509.502,113900,46.897,789113,15.608,1.165,19105231.25,22439607.328241665,23855.11
2022-07-28,22954.21,24155.97,22609.01,23855.11,287113,726146,545454,27692567959234,2.074389607638E+20,0.101,50058942567,1.31,0.487,10.213,257944,513.496,127418,50.171,869493,15.617,1.8,19106193.75,21195787.991195064,23756.56
2022-07-29,23853.05,24283.54,23451.81,23756.56,281462,684817,559884,27692567959234,1.9840265002176E+20,0.112,56491194582,1.287,0.476,9.863,290624,510.019,116986,48.685,787721,15.609,1.636,19107087.5,22164587.54094538,23661.66
2022-07-30,23800.28,24670.24,23558.51,23661.66,232567,620890,476684,27692567959234,1.9484506004814E+20,0.101,29479967590,1.29,0.502,11.163,186495,449.572,114699,41.984,673691,15.645,1.525,19107912.5,19669633.42707722,23327.13
2022-07-31,23634.92,24109.88,23236.79,23327.13,208890,495196,439935,27692567959234,1.8786573523187E+20,0.121,19805808712,1.244,0.448,9.474,177914,432.209,130837,41.109,675623,15.637,1.14,19108762.5,22797365.361192845,23295.03
2022-08-01,23297.51,23509.08,22867.42,23295.03,249474,697226,493481,27692567959234,1.936506580632E+20,0.104,59911838221,1.345,0.457,10.588,321295,557.447,122241,37.38,770268,15.611,1.673,19109762.5,20057094.21660737,22991.37
2022-08-02,23282.59,23449.11,22686.17,22991.37,266813,605054,515866,27692567959234,2.1675505877576E+20,0.104,64370648505,1.307,0.449,9.29,331270,530.699,113295,36.649,830493,15.624,1.543,19110537.5,22887535.789081786,22838.84
2022-08-03,22991.07,23611.01,22696.66,22838.84,281892,693816,540331,27692567959234,2.0469870289948E+20,0.104,81824320360,1.281,0.49,9.931,357279,506.012,115306,35.278,852536,15.606,1.691,19111581.25,21334680.69864296,22625.62
2022-08-04,22832.55,23223.98,22423.84,22625.62,279575,748202,549086,27915356836850,1.8546148718233E+20,0.104,63362645124,1.436,0.583,10.909,302794,467.342,106506,33.533,823473,15.619,2.086,19112343.75,19247521.080682665,23310.57
2022-08-05,22624.81,23463.23,22598.25,23310.57,268313,623229,543822,28174668481290,2.0542115818774E+20,0.107,84130618744,1.684,0.675,9.6,380641,509.444,113397,33.265,817742,15.579,2.048,19113293.75,22040552.556791432,22946.76
2022-08-06,23278.48,23332.85,22918.4,22946.76,237516,535456,485526,28174668481290,2.1023726349065E+20,0.112,40182747686,1.323,0.534,8.944,232001,447.039,97751,27.905,767076,15.581,1.33,19114318.75,23640706.63329386,23176.95
2022-08-07,22937.43,23381.15,22857.58,23176.95,196002,452568,411112,28174668481290,2.3137893091407E+20,0.1,16546430856,1.307,0.524,9.057,146547,414.995,100038,30.008,638375,15.576,1.106,19115243.75,23450786.345573593,23801.16
2022-08-08,23177.7,24244.95,23163.72,23801.16,256438,633712,514429,28174668481290,2.168304551461E+20,0.1,105556244202,1.44,0.559,10,513421,527.599,130487,33.413,771593,15.577,1.696,19116187.5,22072627.08704081,23154.41
2022-08-09,23823.02,23933.9,22934.65,23154.41,256090,656614,506553,28174668481290,1.9840951608859E+20,0.108,68880762450,2.1,0.892,10.07,364510,536.557,116106,31.132,819768,15.592,2.504,19117081.25,21500771.45078992,23962.39
2022-08-10,23154.69,24188.87,22716.74,23962.39,264418,664006,519430,28174668481290,2.0750483223911E+20,0.106,84517064878,1.687,0.682,9.73,416545,512.963,126500,32.894,932183,15.607,2.021,19118106.25,22048657.032706514,23943.38
2022-08-11,23963.43,24884.18,23877.46,23943.38,287216,706929,573545,28174668481290,1.9991748639823E+20,0.109,65172881643,1.583,0.656,10.286,324329,504.823,150601,33.165,863085,15.605,2.088,19118793.75,21798985.531577673,24414.94
2022-08-12,23942.72,24444.35,23634.2,24414.94,273507,638365,565080,28174668481290,2.054560681667E+20,0.114,37880688062,1.516,0.609,9.351,224003,494.802,152281,29.413,823951,15.565,1.765,19119800.0,23487535.54544685,24454.46
2022-08-13,24399.95,24895.7,24306.29,24454.46,233169,580425,495953,28174668481290,2.079149284037E+20,0.104,23090920110,1.215,0.477,10.36,185411,461.126,97319,26.25,738655,15.57,1.315,19120637.5,21597981.286947653,24303.71
2022-08-14,24446.54,25011.18,24186.99,24303.71,205217,610705,438453,28174668481290,1.7734984663147E+20,0.116,15056704109,0.948,0.22,10.827,147063,451.625,105992,27.778,725996,15.551,0.947,19121481.25,20561929.591036644,24102.06
2022-08-15,24297.18,25195.66,23790.64,24102.06,241789,623621,491629,28174668481290,2.0699640422063E+20,0.107,60797495719,1.055,0.221,9.931,345913,531.09,123834,28.93,787557,15.513,1.148,19122443.75,22246761.581903826,23859.38
2022-08-16,24088.07,24223.16,23679.13,23859.38,273748,662398,534442,28174668481290,2.0650474484697E+20,0.109,58684877801,1.033,0.314,9.73,288027,500.155,128725,26.622,906269,15.587,1.26,19123443.75,22451185.11887194,23346.24
2022-08-17,23860.44,24450.82,23185.13,23346.24,255998,714954,516411,28174668481290,2.0205501664056E+20,0.0964,62729084972,1.406,0.468,11.163,322760,528.424,134282,29.566,777875,15.606,1.849,19124287.5,19823143.47206977,23192.93
2022-08-18,23346.77,23606.24,23112.97,23192.93,291777,756463,543484,28275424991711,1.8252608185704E+20,0.117,37947518049,1.199,0.425,10,198336,400.26,101200,25.449,883486,15.571,1.634,19125087.5,21426691.80720861,20838.1
2022-08-19,23191.02,23207.97,20785.58,20838.1,279732,572958,586777,28351606743494,2.2899716151364E+20,0.107,78497486790,1.08,0.372,8.09,354580,473.938,132626,31.469,860776,15.544,1.229,19126312.5,24646037.773745745,21139.99
2022-08-20,20836.27,21381.56,20763.72,21139.99,222573,536035,481942,28351606743494,2.4057456804174E+20,0.0827,72465295933,0.86,0.296,9.664,404306,422.498,108997,25.924,717662,15.547,0.962,19127043.75,19906048.078724258,21516.15
2022-08-21,21140.0,21799.58,21070.67,21516.15,205289,503826,439333,28351606743494,2.018938853838E+20,0.0974,34351948058,0.825,0.255,9.863,232644,406.81,99167,24.283,683023,15.547,0.861,19128043.75,19658711.446938902,21400.43
2022-08-22,21516.37,21545.53,20888.67,21400.43,250389,614410,497169,28351606743494,2.0794468332297E+20,0.0937,89904602054,0.896,0.309,9.931,436452,499.696,122386,26.48,760219,15.557,1.151,19128956.25,20049502.855463784,21526.89
2022-08-23,21399.48,21682.38,20890.57,21526.89,256756,549978,509548,28351606743494,2.2023459662713E+20,0.106,76065157130,0.957,0.334,8.372,431286,498.195,116940,24.551,800389,15.565,1.058,19130100.0,23241671.09599258,21367.94
2022-08-24,21526.94,21901.64,21143.93,21367.94,256460,631481,520013,28351606743494,2.3402779890527E+20,0.0846,53374514390,0.819,0.268,9.863,301578,491.786,118005,22.442,808626,15.536,1.061,19130981.25,19789812.78474593,21557.5
2022-08-25,21368.07,21819.59,21310.08,21557.5,260301,585934,528951,28351606743494,2.0954341240344E+20,0.104,42386106317,0.904,0.29,9.057,269781,494.389,108145,22.636,795590,15.508,1.085,19131950.0,21711435.8619223,20238.54
2022-08-26,21557.72,21883.27,20105.97,20238.54,262546,546176,557123,28351606743494,2.4634762048574E+20,0.0955,37387548973,0.913,0.308,8.182,234248,485.945,108883,22.059,809482,15.523,1.019,19133018.75,23607458.78269579,20034.15
2022-08-27,20239.46,20399.01,19798.24,20034.15,225275,582243,491961,28351606743494,2.1102841332336E+20,0.0872,43545819097,0.785,0.258,9.931,267655,419.336,100340,22.101,754278,15.543,0.961,19133918.75,18417353.539063282,19553.97
2022-08-28,20033.99,20166.77,19516.41,19553.97,201948,472987,442376,28351606743494,2.3091908062493E+20,0.0878,25514298699,0.742,0.228,8.944,178303,404.417,99479,21.243,650579,15.536,0.74,19135006.25,20531551.535323694,20282.95
2022-08-29,19553.67,20430.57,19548.56,20282.95,252078,618180,510308,28351606743494,2.1361399112801E+20,0.0928,58894316395,0.872,0.29,9.172,293303,490.259,115810,24.568,795415,15.509,1.11,19135937.5,19815545.48503768,19813.69
2022-08-30,20284.05,20577.36,19542.32,19813.69,262283,601832,525554,28351606743494,2.2676130126436E+20,0.091,50476607774,0.929,0.305,8.889,264785,500.214,102764,22.599,811303,15.485,1.182,19136868.75,20898311.567606837,20049.97
2022-08-31,19815.06,20489.87,19800.18,20049.97,260279,664089,521153,30293716756044,2.3467270425995E+20,0.0797,64754465365,1.013,0.327,9.863,329143,512.922,111395,17.726,786078,15.514,1.411,19137843.75,18973801.675528973,20131.88
2022-09-01,20048.63,20208.12,19567.33,20131.88,267884,691961,550033,30977051760460,2.1878665881352E+20,0.0801,64546094424,1.097,0.372,10.435,312817,512.793,103669,21.378,812630,15.535,1.679,19138643.75,17519322.333246782,19951.63
2022-09-02,20132.79,20443.23,19755.55,19951.63,270459,758572,579716,30977051760460,2.0719655063064E+20,0.0799,58229671487,1.358,0.505,11.163,290513,483.026,104870,16.933,847453,15.561,2.218,19139487.5,16573004.97125154,19833.99
2022-09-03,19952.15,20055.85,19652.83,19833.99,242450,644226,522197,30977051760460,1.9416608267128E+20,0.0954,22465591129,1.188,0.492,9.796,161289,394.83,87621,14.75,850479,15.565,1.557,19140431.25,18503841.810108278,20002.47
2022-09-04,19833.86,20030.92,19585.41,20002.47,204370,480553,436664,30977051760460,2.6480465050878E+20,0.0793,32612635107,1.014,0.394,8.571,244069,398.483,83846,14.979,684203,15.555,0.988,19141543.75,21001414.01336134,19798.42
2022-09-05,20002.41,20059.23,19633.88,19798.42,250026,630401,497664,30977051760460,2.4178871071971E+20,0.0794,64191394922,1.112,0.412,9.412,345023,461.202,99478,16.467,797175,15.575,1.449,19142400.0,19217857.628245473,18792.29
2022-09-06,19796.79,20181.58,18652.54,18792.29,267983,669806,528478,30977051760460,2.3170303050307E+20,0.0764,100335348131,1.119,0.418,10.141,470580,485.412,111495,18.559,787912,15.546,1.695,19143250.0,17711313.57191243,19295.57
2022-09-07,18792.39,19465.89,18514.69,19295.57,265093,673514,545082,30977051760460,2.2405331923159E+20,0.0782,88448687883,1.054,0.399,9.863,412931,495.437,120149,21.339,823091,15.553,1.595,19144175.0,17522524.6768538,19321.73
2022-09-08,19294.39,19458.39,19012.85,19321.73,262736,750800,563611,30977051760460,2.0470609801068E+20,0.0761,64637958318,1.128,0.431,11.339,361630,489.744,115472,17.713,780850,15.583,1.903,19145087.5,15580902.145009369,21364.16
2022-09-09,19322.5,21598.56,19293.67,21364.16,290702,748033,619521,30977051760460,2.1666775254671E+20,0.0895,50636855303,1.249,0.461,9.796,294453,475.128,122983,24.093,886859,15.609,1.872,19146081.25,19406879.308704853,21648.65
2022-09-10,21362.75,21810.83,21114.5,21648.65,241779,566328,532269,30977051760460,2.4483473045427E+20,0.0868,27501241879,1.098,0.407,9.172,206265,427.392,103559,20.007,757405,15.613,1.25,19146900.0,21254611.329074144,21833.39
2022-09-11,21647.73,21864.31,21354.46,21833.39,220178,466140,497381,30977051760460,2.6090813717932E+20,0.0956,11175600821,1.003,0.366,7.869,128381,402.014,98651,19.552,763857,15.606,0.886,19148012.5,25190836.06469254,22402.33
2022-09-12,21833.21,22494.09,21545.88,22402.33,268818,657006,529198,30977051760460,2.4705526228754E+20,0.0868,29948206324,1.068,0.372,9.412,199474,500.652,123710,22.582,876034,15.621,1.339,19149093.75,21457966.189803272,20171.93
2022-09-13,22401.91,22802.84,19864.04,20171.93,259971,674199,528925,31125211237044,2.3452527915642E+20,0.0801,43545552881,1.29,0.487,10.511,236486,509.269,132658,23.861,854905,15.567,1.786,19150006.25,18880378.13599022,20228.82
2022-09-14,20171.95,20541.47,19620.24,20228.82,270182,758815,548851,32045359565303,2.0002305193031E+20,0.082,70857688398,1.281,0.523,11.339,342373,477.47,104602,23.274,843315,15.606,2.112,19150743.75,16390122.367911555,19703.96
2022-09-15,20229.21,20332.37,19499.12,19703.96,276894,668067,561034,32045359565303,2.2471627742668E+20,0.0833,59017981543,1.249,0.547,9.796,293771,464.963,97392,22.551,841579,15.63,1.85,19151518.75,18722547.16017402,19803.31
2022-09-16,19704.07,19891.91,19321.22,19803.31,261233,716263,580490,32045359565303,2.2421548967037E+20,0.072,43688131138,1.439,0.625,11.25,235192,455.882,94594,21.01,762685,15.639,2.33,19152318.75,16155813.96987422,20116.13
2022-09-17,19803.74,20190.2,19750.51,20116.13,247693,546136,525648,32045359565303,2.3405999454747E+20,0.092,25402802923,1.357,0.598,8.471,149876,387.911,89938,18.401,818090,15.659,1.562,19153550.0,22046267.351943973,19418.13
2022-09-18,20114.66,20119.31,19337.61,19418.13,212242,502609,459241,32045359565303,2.6230014323773E+20,0.0738,22220142869,1.14,0.471,9.351,183312,397.107,93136,18.143,673130,15.674,1.25,19154393.75,19614731.42557514,19539.62
2022-09-19,19419.26,19690.09,18234.91,19539.62,253665,673174,506755,32045359565303,2.3137755664466E+20,0.0678,72695053460,0.982,0.352,11.077,363115,497.666,117690,25.417,779201,15.714,1.589,19155206.25,15916507.708788954,18878.82
2022-09-20,19540.78,19638.41,18717.24,18878.82,269621,636779,527506,32045359565303,2.2450901973478E+20,0.0824,50435618927,1.049,0.403,9.474,320194,466.088,128782,22.507,840656,15.587,1.529,19156131.25,18547287.27541817,18461.77
2022-09-21,18878.74,19957.19,18134.52,18461.77,260783,631237,514263,32045359565303,2.3162311023153E+20,0.0735,58779531521,1.021,0.399,10.213,339193,483.23,151590,23.893,774631,15.622,1.565,19157031.25,17044371.760123417,19402.33
2022-09-22,18462.24,19547.31,18357.97,19402.33,245666,661123,503153,32045359565303,2.2169693898014E+20,0.0696,46106665140,0.998,0.397,11.25,267825,492.829,124415,22.812,769453,15.647,1.59,19157893.75,15405709.406264087,19291.65
2022-09-23,19401.87,19500.31,18531.99,19291.65,281284,739557,565412,32045359565303,2.0314332594142E+20,0.0807,35425146206,1.068,0.432,10.667,194580,459.48,107393,21.647,831346,15.763,1.834,19158631.25,16388196.049952148,18922.53
2022-09-24,19290.23,19317.54,18807.4,18922.53,227894,549972,491731,32045359565303,2.2119418949965E+20,0.0797,15918209131,0.938,0.367,9.863,131658,394.43,100957,18.943,699520,15.774,1.214,19159581.25,17641158.57969013,18809.36
2022-09-25,18923.89,19182.29,18630.67,18809.36,211862,522379,479475,32045359565303,2.3870230727103E+20,0.0739,20819547344,0.942,0.384,9.796,161751,373.05,99191,17.955,675358,15.768,1.132,19160631.25,18123081.63232435,19226.81
2022-09-26,18809.88,19321.83,18683.53,19226.81,259161,636617,503764,32045359565303,2.352752697467E+20,0.0769,40297776852,1.061,0.408,9.6,223102,445.781,124507,21.153,792064,15.776,1.52,19161487.5,18586164.0791014,19079.48
2022-09-27,19225.16,20385.53,18817.36,19079.48,270988,767417,535899,32045359565303,2.1251607004375E+20,0.0764,36265630386,1.222,0.473,11.163,204061,491.378,129870,21.259,790881,15.773,2.04,19162368.75,16499416.47586462,19413.28
2022-09-28,19078.65,19788.61,18472.82,19413.28,263898,599854,510582,31419898493799,2.2692909044486E+20,0.0802,45114714471,1.017,0.41,9.6,235062,464.001,121853,20.293,749008,15.781,1.476,19163318.75,18194817.839215636,19593.57
2022-09-29,19412.82,19647.43,18845.21,19593.57,267199,669792,540513,31360548173145,2.32411148572E+20,0.0758,34050020897,1.08,0.431,10.07,201446,473.965,125181,20.24,738477,15.787,1.638,19164031.25,17625877.85463125,19423.07
2022-09-30,19592.71,20186.4,19155.31,19423.07,286503,610945,599659,31360548173145,2.4247998304423E+20,0.0864,31175037313,1.13,0.457,8.521,176271,451.233,122873,18.732,851105,15.73,1.547,19165231.25,20961626.892611515,19313.02
2022-10-01,19422.7,19485.93,19161.32,19313.02,241812,496723,527799,31360548173145,2.6882611515188E+20,0.0822,15728519610,0.984,0.382,7.956,115819,399.718,90812,16.022,774046,15.691,1.077,19166268.75,22356100.356481753,19057.1
2022-10-02,19314.24,19396.41,18920.95,19057.1,213489,517865,470481,31360548173145,2.7192576744518E+20,0.07,13670936042,0.814,0.251,9.172,107793,377.809,91981,15.505,731944,15.654,0.913,19167312.5,19049496.73083795,19631.3
2022-10-03,19058.2,19718.52,18960.36,19631.3,273666,646623,526799,31360548173145,2.3902000949435E+20,0.0787,28498947649,0.81,0.246,9.351,170825,481.654,110767,18.756,871891,15.671,1.179,19168193.75,18822692.57300482,20344.04
2022-10-04,19631.27,20482.26,19491.42,20344.04,278581,592367,532410,31360548173145,2.5415496292704E+20,0.0807,33677323584,0.734,0.226,8.834,176710,470.328,126937,18.944,821064,15.624,0.997,19169393.75,20497223.57467133,20163.89
2022-10-05,20344.05,20371.43,19735.89,20163.89,266846,516042,526048,31360548173145,2.7851260312348E+20,0.0797,27366285303,0.695,0.199,8.229,161694,470.937,110730,17.643,766412,15.567,0.836,19170331.25,22220525.211607706,19964.05
2022-10-06,20163.91,20461.67,19855.29,19964.05,278045,611982,549114,31360548173145,2.4459111581359E+20,0.0827,16325069581,0.738,0.225,9.057,124513,447.181,107362,17.02,813053,15.539,1.014,19171325.0,20238932.999599468,19532.21
2022-10-07,19963.74,20069.59,19321.22,19532.21,270020,643658,550749,31360548173145,2.5399262303358E+20,0.084,22074418948,0.775,0.223,8.421,130221,456.905,102523,17.914,815657,15.567,0.982,19172462.5,21329735.82923857,19418.53
2022-10-08,19532.03,19627.46,19240.02,19418.53,235323,464821,503092,31360548173145,2.7110140226884E+20,0.0791,18676723342,0.553,0.138,8.229,120222,388.285,92336,15.371,720036,15.559,0.608,19173531.25,21693311.538908795,19441.27
2022-10-09,19418.77,19560.21,19318.41,19441.27,211080,480214,454465,31360548173145,2.7027969276575E+20,0.0715,20038333513,0.546,0.118,9.114,139276,377.161,96752,14.853,668223,15.56,0.598,19174593.75,19801812.92339956,19131.92
2022-10-10,19441.99,19526.24,19020.81,19131.92,258118,548569,499452,33738662001569,2.6202256454428E+20,0.078,31363523007,0.606,0.141,8.571,173372,430.546,118872,17.686,776001,15.568,0.765,19175668.75,20456350.29360484,19059.8
2022-10-11,19131.6,19269.09,18859.31,19059.8,266294,580630,513485,35610794164372,2.9488860807639E+20,0.064,34321979469,0.633,0.173,9.172,190090,448.613,111814,18.174,769081,15.582,0.894,19176556.25,19592269.926100034,19157.32
2022-10-12,19059.86,19239.58,18968.93,19157.32,261059,649768,524528,35610794164372,2.6560517896535E+20,0.0623,33001301864,0.691,0.217,10.511,174176,438.303,112252,17.063,795387,15.582,1.09,19177387.5,16543247.306288254,19375.77
2022-10-13,19156.65,19513.11,18231.94,19375.77,280950,786187,560076,35610794164372,2.3481036041749E+20,0.0736,35784924168,1.002,0.357,10.07,185447,452.51,128680,19.678,811479,15.595,1.629,19178387.5,17339850.420349475,19175.73
2022-10-14,19375.67,19952.03,19072.93,19175.73,284492,809070,560045,35610794164372,2.7755366262447E+20,0.0696,25617278041,1.027,0.362,9.231,135742,462.531,110540,18.394,833114,15.631,1.513,19179312.5,19349674.895805754,19071.21
2022-10-15,19177.17,19227.73,18977.83,19071.21,241606,579120,494052,35610794164372,2.653375530267E+20,0.0692,8455873616,0.737,0.253,9.474,71038,382.586,105449,15.099,756514,15.642,0.97,19180287.5,18603429.731474027,19263.09
2022-10-16,19070.35,19425.81,19065.65,19263.09,212775,530870,452274,35610794164372,2.765308332902E+20,0.0629,7304107476,0.74,0.248,10,75272,380.148,105755,14.647,652069,15.634,0.905,19181225.0,17640377.301598247,19550.47
2022-10-17,19262.88,19678.93,19154.17,19550.47,260321,609248,490835,35610794164372,2.5536877682947E+20,0.0722,13800839120,0.972,0.395,9.6,113763,471.829,116159,16.66,746463,15.617,1.373,19182150.0,18438405.724884216,19329.37
2022-10-18,19551.71,19708.0,19092.95,19329.37,257552,810379,493940,35610794164372,2.5739875557264E+20,0.0684,17169792452,1.265,0.458,10.141,170000,482.524,111263,17.035,765662,15.614,1.85,19182906.25,17605946.973579727,19125.73
2022-10-19,19329.33,19361.94,19065.65,19125.73,263366,864542,492845,35610794164372,2.6433273607316E+20,0.0698,23037744427,1.221,0.43,9.536,171025,457.546,108343,16.4,792537,15.623,1.743,19183818.75,18709672.39499181,19043.76
2022-10-20,19125.14,19349.66,18900.64,19043.76,263841,637149,512094,35610794164372,2.6231143612799E+20,0.067,19108086573,0.926,0.372,9.931,128788,442.734,105699,16.705,774700,15.61,1.392,19184781.25,17832142.511155218,19163.69
2022-10-21,19043.87,19252.12,18652.63,19163.69,270585,640477,542202,35610794164372,2.6818303567613E+20,0.0701,22183781194,0.831,0.299,9.231,131159,448.671,104532,17.073,777825,15.605,1.196,19185681.25,18823653.62509549,19204.69
2022-10-22,19164.23,19258.92,19112.71,19204.69,232961,604395,490488,35610794164372,2.702573935437E+20,0.061,15014226715,0.764,0.297,10.588,103735,373.189,98768,14.146,695994,15.612,1.08,19186618.75,16486650.382671941,19570.66
2022-10-23,19204.79,19697.01,19070.38,19570.66,217717,507659,467452,35626599175758,2.5941320514625E+20,0.0725,10073497000,0.686,0.225,9.29,114748,381.878,105347,14.464,659448,15.597,0.795,19187600.0,18817002.899194233,19331.58
2022-10-24,19570.67,19601.41,19157.37,19331.58,264350,694992,501008,36835682546788,2.5202039351728E+20,0.0662,15556748428,0.875,0.322,10.588,135014,459.565,101951,16.632,760323,15.596,1.387,19188556.25,16704131.75423753,20083.61
2022-10-25,19332.53,20418.2,19239.21,20083.61,248418,662417,480962,36835682546788,2.4864948711942E+20,0.0614,20072930284,1.325,0.549,11.803,149113,498.225,156531,18.08,679333,15.559,2.157,19189162.5,15262936.713037344,20775.83
