Date,opening_price,highest_price,lowest_price,closing_price,transactions_in_blockchain,avg_block_size,sent_by_adress,avg_mining_difficulty,avg_hashrate,mining_profitability,sent_coins_in_usd,avg_transaction_fees,median_transaction_fees,avg_block_time,avg_transaction_value,median_transaction_value,tweets,google_trends,active_addresses,top100_to_total_percentage,avg_fee_to_reward,number_of_coins_in_circulation,miner_revenue,next_day_closing_price
2014-10-19,383.2,397.29,377.0,390.58,63122,311923,142440,35002482026,254924088221513856,5.082,113666094,0.0649,0.0388,10.827,2737,72.985,18259,7,214141,20.117,0.317,13401650.0,1332696.9,387.53
2014-10-20,390.59,394.25,385.0,387.53,82563,337985,146919,35002482026,239452093536106400,5.489,206014081,0.06,0.0382,10.511,3903,98.252,23312,6.853,174619,20.112,0.377,13408350.0,1359144.0,381.21
2014-10-21,389.06,390.65,376.2,381.21,81498,312109,155794,35002482026,240024707817415872,6.14,169944514,0.0613,0.0384,9.412,2719,110.221,22499,6.974,185029,20.125,0.34,13412625.0,1903489.71658992,385.81
2014-10-22,381.0,393.55,378.98,385.81,79828,289465,150228,35002482026,288896324697573376,5.284,218226252,0.0608,0.0383,9.057,4112,95.456,20348,7.328,174809,20.18,0.318,13416200.0,1305632.13,382.04
2014-10-23,385.79,388.87,380.0,382.04,80487,307948,148329,35640558234,266072297412505888,5.229,215688389,0.0584,0.0367,9.536,4917,99.814,21036,7.709,173116,20.174,0.338,13413500.0,1465384.48,357.18
2014-10-24,382.05,384.55,352.4,357.18,77747,269613,141467,35985640265,285794376895822272,4.963,168374339,0.0565,0.0356,9.057,3232,81.493,11147,6.558,166641,20.149,0.31,13424075.0,1603289.68193289,358.86
2014-10-25,356.81,363.71,344.34,358.86,72360,265762,141971,35985640265,269137365163542688,5.041,157923125,0.0536,0.0349,9.29,4379,101.109,22449,6.316,187025,20.119,0.286,13427325.0,1158701.8,348.69
2014-10-26,358.78,359.1,341.22,348.69,70637,333148,132708,35985640265,259530814337569792,4.245,119209456,0.0558,0.0351,11.52,4352,57.09,20090,7.094,191036,20.062,0.358,13425225.0,1332240.5,355.18
2014-10-27,348.69,363.0,344.5,355.18,83818,315184,161774,35985640265,253256218621321472,5.556,174902345,0.0569,0.0353,9.057,4469,87.341,21632,6.619,193792,20.076,0.34,13434800.0,1523907.22793904,350.0
2014-10-28,355.19,358.65,349.21,350.0,87842,353722,152745,35985640265,269939731438894688,4.528,160076997,0.0537,0.0353,10.435,3428,88.081,20173,7.234,172868,20.104,0.387,13438400.0,1241173.89,356.96
2014-10-29,351.03,359.5,350.09,356.96,93512,319515,155241,35985640265,257312268447950752,5.213,195049750,0.0526,0.0345,9.29,2922,82.042,22081,7.181,174923,20.059,0.368,13436800.0,1462243.0,335.7
2014-10-30,355.71,355.99,333.33,335.7,92452,298610,156589,35985640265,295787003737614208,4.87,167486201,0.0507,0.0338,8.471,2637,68.448,22855,6.8,179335,20.035,0.326,13447425.0,1631334.81998031,346.14
2014-10-31,336.37,352.83,332.99,346.14,85515,254139,146192,35985640265,326559231900022016,4.926,186434381,0.0514,0.0341,7.66,5113,73.043,22906,5.944,176490,20.09,0.274,13451425.0,1313816.07,337.99
2014-11-01,346.14,347.96,335.5,337.99,69432,242654,121365,35985640265,302487818580171328,4.338,128509386,0.0596,0.0329,9.057,3265,72,30263,6.759,151649,20.044,0.316,13448500.0,1342197.92,324.7
2014-11-02,337.99,339.47,316.61,324.7,77015,315611,156828,35985640265,295176963998550336,4.272,105756186,0.0533,0.0324,9.29,2326,51.498,21408,7.106,243996,20.052,0.326,13459400.0,1391560.73540277,324.36
2014-11-03,324.55,329.0,318.24,324.36,90182,303676,153078,35985640265,281457179968317536,4.94,150237385,0.0603,0.0328,8.521,3879,68.135,26060,7.279,178386,20.028,0.392,13460300.0,1353011.52,325.5
2014-11-04,324.23,333.99,322.74,325.5,87455,303876,149914,35985640265,300356578890283584,4.408,236742659,0.0504,0.0326,8.889,4199,82.214,20992,7.106,182562,20.054,0.333,13467500.0,1372405.87,330.22
2014-11-05,326.45,332.9,320.0,330.22,89322,350386,151681,38974444342,320925871374771904,3.637,242824601,0.0505,0.0337,10.435,3567,94.226,20871,6.933,172677,20.154,0.387,13471125.0,1309127.3758616,338.38
2014-11-06,329.96,344.17,328.8,338.38,94142,349749,155751,39603666252,270118480928909344,4.897,184881193,0.0524,0.0342,9.351,2715,75.033,24348,7.973,195913,20.207,0.374,13474725.0,1236927.64,349.99
2014-11-07,338.37,353.1,336.27,349.99,83807,338536,141210,39603666252,303668982552536128,4.275,213848513,0.0552,0.0345,9.6,3503,78.045,24244,7.453,189064,20.155,0.357,13472300.0,1352580.24,342.16
2014-11-08,349.99,352.15,340.4,342.16,72564,265500,116040,39603666252,291267747212960064,4.519,120601210,0.051,0.0343,9.412,2643,57.76,18964,7.106,148751,20.202,0.282,13482100.0,1518181.76326086,345.39
2014-11-09,342.16,347.75,340.6,345.39,72062,315975,149310,39603666252,282676176674149824,4.66,134721143,0.0731,0.035,9.6,2603,50.591,18949,7.626,214077,20.228,0.4,13486050.0,1489196.94,364.77
2014-11-10,346.19,366.35,343.4,364.77,88847,346564,147168,39603666252,309449107593482688,4.36,238267412,0.0553,0.0366,9.796,4047,88.934,22516,8.319,189520,20.24,0.365,13483950.0,1291511.52,366.43
2014-11-11,365.37,377.77,357.3,366.43,85489,385734,146418,39603666252,277668244976602016,4.277,188087366,0.0574,0.0367,11.163,2967,84.328,23156,7.799,175509,20.219,0.414,13492950.0,1312768.2932778,370.65
2014-11-12,366.43,371.52,360.28,370.65,95432,371490,168154,39603666252,270709015519274624,5.384,318065551,0.0626,0.0395,9.796,4562,110.466,25601,9.532,197855,20.227,0.41,13496600.0,1490042.4,426.63
2014-11-13,370.09,434.8,369.85,426.63,92813,381040,157137,39603666252,274885139696703680,5.674,609505232,0.0664,0.0429,9.931,7575,129.617,26798,9.879,185694,20.209,0.396,13495475.0,1452599.28,420.93
2014-11-14,426.64,453.92,381.55,420.93,86153,324405,156805,39603666252,299762573840327488,5.12,274886415,0.0606,0.0397,9.351,4361,98.349,23449,7.973,199207,20.309,0.341,13504000.0,1748676.7309056,399.98
2014-11-15,417.85,420.3,382.95,399.98,73102,287975,125266,39603666252,292587865688418560,4.642,214676002,0.0593,0.0387,10.286,4202,79.429,21104,8.319,157558,20.197,0.32,13507625.0,1394951.4,376.99
2014-11-16,399.97,407.22,369.0,376.99,75859,316471,141278,39603666252,286591456821241344,5.045,207718919,0.0589,0.0384,9.6,3637,66.374,21652,8.146,227884,20.411,0.309,13507175.0,1443522.72,389.86
2014-11-17,376.97,395.0,375.0,389.86,88210,367633,149418,39603666252,295275215659106560,4.862,249303579,0.068,0.0397,10,3721,101.49,25728,7.973,185373,20.407,0.418,13515175.0,1585496.74478053,387.69
2014-11-18,389.86,415.0,375.0,387.69,87370,324153,151107,39671493922,297009253264185024,4.956,294768198,0.057,0.0381,9.351,4215,98.598,28238,8.666,182902,20.386,0.339,13518600.0,1288459.26,374.88
2014-11-19,388.72,394.64,371.0,374.88,85130,338527,144587,40300030328,287919182010912384,4.653,221142817,0.0585,0.0379,10.213,4141,106.462,25117,8.146,177413,20.407,0.373,13518725.0,1243162.9,379.03
2014-11-20,374.87,386.39,371.7,379.03,89250,360622,151180,40300030328,275552476040966912,4.598,290515639,0.0544,0.0366,10.435,4266,100.254,23707,7.106,188637,20.424,0.384,13525125.0,1445702.43810439,356.47
2014-11-21,379.04,381.8,351.8,356.47,82052,367251,142056,40300030328,261916305128814144,4.279,372707210,0.0546,0.0352,11.339,5729,98.152,24577,7.106,178746,20.398,0.4,13529075.0,1425167.8,351.2
2014-11-22,356.47,358.49,342.05,351.2,74571,265553,124620,40300030328,296228991371722240,4.647,192338965,0.0526,0.0357,9.351,3746,98.791,22344,7.279,158776,20.363,0.286,13532600.0,1283532.64,353.12
2014-11-23,351.19,365.93,350.7,353.12,77141,333582,135640,40300030328,293450859704236864,4.352,129082149,0.0554,0.0359,10.141,2776,57.972,20544,6.066,226056,20.367,0.335,13530325.0,1381369.81458253,367.17
2014-11-24,354.29,373.5,353.01,367.17,85660,346778,139204,40300030328,289680939113528384,4.773,211185552,0.0573,0.0375,9.796,3474,92.883,25545,7.106,180366,20.37,0.355,13539675.0,1223868.36,375.99
2014-11-25,367.17,389.99,366.67,375.99,86002,378491,147413,40300030328,288884859856141888,4.394,288752199,0.0543,0.0383,10.909,4269,111.827,25985,7.106,185396,20.378,0.368,13543250.0,1332726.72,377.37
2014-11-26,375.99,395.11,374.31,377.37,84974,342002,144790,40300030328,272185528836986464,4.695,239107550,0.0532,0.0372,10.511,4588,115.202,27929,6.759,175259,20.444,0.354,13542025.0,1537906.98690018,368.5
2014-11-27,377.05,379.22,363.38,368.5,84541,346144,148105,40300030328,272723097459997504,4.808,199421479,0.0526,0.0371,10.213,4309,105.041,25790,6.586,186072,20.44,0.34,13550400.0,1461602.32,369.98
2014-11-28,368.5,375.33,366.37,369.98,85764,327967,144033,40300030328,302449787107424512,4.534,400268105,0.0503,0.0369,9.73,5738,123.088,24830,6.933,185838,20.736,0.315,13554175.0,1428154.92,376.86
2014-11-29,369.98,381.34,358.0,376.86,78941,273576,127058,40300030328,297559643926514880,5.009,257320829,0.0532,0.0379,9.172,4660,110.686,26555,6.239,164845,20.767,0.282,13553800.0,1936735.41089118,375.49
2014-11-30,376.0,386.6,372.25,375.49,84853,361350,154304,40300030328,317218951445055936,4.78,263893636,0.057,0.0378,9,4394,87.469,20117,6.759,254565,20.764,0.319,13561650.0,1369993.08,377.01
2014-12-01,375.48,381.99,373.32,377.01,97493,415290,146853,40300030328,301131239542826304,4.115,321548853,0.0542,0.038,11.077,5058,116.662,26508,7.799,191207,20.945,0.427,13565200.0,1361198.52,376.53
2014-12-02,376.09,382.31,373.03,376.53,99269,391286,176246,40294179127,277615843023522272,5.17,405109665,0.0545,0.0381,9.6,5236,151.028,32744,7.626,215283,21.027,0.378,13565550.0,1591199.52639651,379.52
2014-12-03,376.53,382.86,375.23,379.52,99232,473946,160561,40007470271,245216929261310400,4.5,355661963,0.0521,0.0379,12.414,4576,115.03,24990,7.626,202825,21.062,0.469,13571925.0,1380382.38,375.33
2014-12-04,379.52,383.0,374.01,375.33,98202,378607,157158,40007470271,277755178724146016,4.937,331580391,0.0565,0.0374,9.863,4017,110.133,26370,6.759,187991,21.086,0.405,13575675.0,1407286.74,369.16
2014-12-05,376.61,378.99,360.0,369.16,90744,323942,152344,40007470271,296818449738403968,4.916,315484681,0.0509,0.0373,9.231,4665,110.759,25043,6.586,199324,21.46,0.317,13579300.0,1608673.90086041,376.0
2014-12-06,369.89,377.89,365.61,376.0,81093,326600,126158,40007470271,301645531402877376,4.271,190863354,0.0517,0.0375,10.511,2818,94.152,21503,5.893,168914,21.788,0.326,13577300.0,1149733.8,374.38
2014-12-07,376.0,376.99,371.31,374.38,74666,350749,140090,40007470271,260259802589088192,4.555,222450785,0.0548,0.0375,11.429,4149,91.183,21983,7.453,240167,21.809,0.346,13586100.0,1380691.62,377.26
2014-12-08,375.05,377.5,373.16,377.26,90583,352083,161385,40007470271,283289011093925760,5.328,543246473,0.0643,0.0369,8.834,6583,123.469,24899,7.279,213295,21.747,0.386,13589575.0,1821805.70265682,361.3
2014-12-09,376.03,377.26,359.01,361.3,90078,358951,154381,40007470271,284178710199500288,4.422,318424587,0.0493,0.0353,10.141,4415,127.325,27224,7.453,194736,21.711,0.354,13589175.0,1443188.64,352.03
2014-12-10,362.74,364.59,343.97,352.03,88655,348238,156047,40007470271,318149583623749376,3.939,312884454,0.0493,0.0349,10.07,5126,137.045,25421,7.626,197999,21.685,0.349,13597300.0,1295135.7,345.21
2014-12-11,352.02,353.74,345.0,345.21,83857,327268,148180,40007470271,271389922278569216,4.813,243855782,0.0502,0.0352,9.73,3454,118.51,32162,10.399,187105,21.644,0.323,13600850.0,1521941.03052705,348.9
2014-12-12,345.22,364.43,339.8,348.9,81156,333135,149739,40007470271,298082108921639488,4.162,212382092,0.05,0.0351,10.213,4156,101.057,25383,9.359,176628,21.636,0.328,13601000.0,1255861.35,352.24
2014-12-13,348.88,358.59,348.0,352.24,76061,284285,129464,40007470271,284947492627315168,4.464,211332281,0.0474,0.0347,9.863,3159,102.733,26584,7.453,161380,21.578,0.284,13607725.0,1169356.8,351.67
2014-12-14,353.33,354.41,347.03,351.67,79562,367627,161187,40007470271,277788221677190752,4.434,186216168,0.0528,0.0348,10.213,2645,79.601,23579,7.799,248869,21.565,0.342,13611550.0,1490845.67497268,356.52
2014-12-15,351.67,359.3,347.44,356.52,94318,410596,163741,40007470271,291278574362942528,4.218,259884046,0.0521,0.0347,10.213,3245,111.27,26094,7.626,220231,21.561,0.4,13614875.0,1124341.47,349.0
2014-12-16,357.3,357.3,346.21,349.0,100921,433816,184101,40007470271,268860138801502240,4.475,280200515,0.0499,0.0335,10.07,3292,125.097,27622,8.666,219432,21.564,0.419,13613125.0,1014421.6,329.05
2014-12-17,348.85,349.35,327.34,329.05,98316,461734,178769,39560758613,268739527138187104,3.866,309378307,0.0499,0.0323,11.25,3659,109.78,28350,8.319,208635,21.56,0.473,13621525.0,1308619.63642535,322.0
2014-12-18,329.05,335.99,315.23,322.0,95078,426875,163576,39457671307,262473196956005056,3.858,314900378,0.0452,0.0313,11.163,3816,149.413,26969,8.146,212216,21.525,0.425,13624625.0,989099.82,312.67
2014-12-19,321.96,325.61,304.99,312.67,95268,398420,149092,39457671307,246978381062096224,4.35,246170372,0.0487,0.0312,10.511,2985,151.676,23574,7.626,182179,21.451,0.433,13625025.0,1152000.9,318.33
2014-12-20,312.65,320.0,307.11,318.33,86767,384061,163428,39457671307,279748964868255872,3.903,203454439,0.0454,0.0325,10.746,2658,139.012,23524,7.626,230322,21.455,0.362,13631775.0,1278678.75492542,331.79
2014-12-21,318.58,333.0,316.52,331.79,78831,352472,139798,39457671307,271722259420618976,3.948,164015202,0.0466,0.0324,10.909,3849,83.508,21411,8.146,211733,21.44,0.343,13635000.0,1076732.14,320.01
2014-12-22,331.77,332.31,318.78,320.01,96347,352415,173216,39457671307,266329740056618720,5.068,275010179,0.0477,0.0328,8.78,3408,136.497,23172,7.626,220334,20.901,0.341,13639050.0,1369405.44,331.56
2014-12-23,320.88,333.99,319.9,331.56,99319,391652,167450,39457671307,317865680446537088,3.94,309981906,0.0474,0.0333,9.6,4105,128.905,25504,7.626,214939,20.874,0.377,13637125.0,1382703.23911297,336.92
2014-12-24,332.52,338.99,327.49,336.92,82194,291092,133012,39457671307,298967653079340480,4.224,213884955,0.0445,0.0329,9.412,3305,105.418,24192,6.586,170655,21.215,0.29,13647050.0,1351958.54,323.06
2014-12-25,336.9,336.9,320.92,323.06,67760,235268,109799,39457671307,323368573030739968,3.906,197264031,0.0439,0.0319,9.114,4091,99.721,21216,6.933,148756,21.23,0.236,13650650.0,1186373.44,319.86
2014-12-26,323.03,323.72,316.63,319.86,76046,274839,126447,39457671307,288497695753879360,4.278,177244512,0.082,0.0323,9.474,3012,123.875,21728,8.493,163577,21.231,0.506,13648650.0,1333687.82891679,328.27
2014-12-27,319.85,332.0,316.64,328.27,76662,290886,130695,39457671307,315103217846687872,3.861,184315724,0.0714,0.0319,9.474,2706,118.706,21543,17.332,190312,21.276,0.451,13658825.0,1329372.5,316.47
2014-12-28,329.31,329.31,311.63,316.47,75546,279938,144477,39457671307,312109045578472704,4.283,200630788,0.0513,0.0315,8.521,2904,87.502,18427,7.279,244320,21.277,0.291,13663050.0,1333123.11,317.64
2014-12-29,316.48,319.56,311.22,317.64,83283,284084,135586,39457671307,331823741040709440,3.904,226685673,0.0546,0.0315,8.78,3070,105.41,19605,6.933,168488,21.185,0.352,13660525.0,1703669.81497197,313.01
2014-12-30,317.64,320.14,310.26,313.01,84894,301133,144680,39740132580,302854682888407616,4.006,275518820,0.051,0.0312,9.29,4042,139.882,19477,6.759,182178,21.227,0.357,13670575.0,1233733.8,311.07
2014-12-31,313.36,316.77,310.0,311.07,77259,269665,122759,40640955017,321822077886294592,3.704,258858043,0.0461,0.0313,9.474,3819,122.32,20017,6.933,158184,21.205,0.299,13674725.0,1312680.6,321.0
2015-01-01,311.1,321.0,310.69,321.0,59179,187402,93422,40640955017,322164647402563776,4.049,129854868,0.043,0.0316,8.727,2500,78.474,18681,6.703,114998,21.241,0.195,13672475.0,1519572.47532184,313.81
2015-01-02,321.0,321.0,312.6,313.81,79122,265055,135337,40640955017,330205084335504000,3.938,212156964,0.047,0.0314,8.727,2878,124.895,9385,7.625,184462,21.197,0.286,13682825.0,1242878.63,315.42
2015-01-03,313.82,317.01,311.96,315.42,82065,295066,143066,40640955017,333717727251091200,3.695,235281521,0.0436,0.0304,8.889,3052,97.849,24002.30769230769,7.736,216194,21.127,0.291,13686975.0,1129778.1,282.0
2015-01-04,315.42,316.58,280.0,282.0,85522,282161,142557,40640955017,331197708861639232,3.586,271649082,0.0699,0.0275,8.372,3646,103.775,7300,9.266,209509,21.157,0.504,13684275.0,1632202.97088049,264.0
2015-01-05,280.0,289.39,255.0,264.0,95429,360878,161359,40640955017,335092876729991296,3.18,283038295,0.0459,0.0272,9.231,3222,90.598,23092,9.439,208147,21.155,0.412,13695100.0,1089761.6,276.8
2015-01-06,264.55,280.0,264.07,276.8,87663,314084,149094,40640955017,316828611159900480,3.453,292255946,0.0405,0.0276,9.114,3703,100.741,25041,10.401,181346,21.156,0.325,13698800.0,1027758.4,293.97
2015-01-10,272.45,305.0,272.45,293.97,104727,398310,165346,40640955017,289896388478220224,3.567,244697771,0.0408,0.028,9.796,2539,113.682,22162,7.949,245418,20.885,0.414,13708150.0,1335502.20243442,275.59
2015-01-11,293.89,295.0,271.03,275.59,90475,333239,143745,40640955017,298062820631928128,3.563,313330186,0.0409,0.0273,9.29,3671,67.85,20760,6.876,223733,20.911,0.349,13717275.0,1115640.0,266.39
2015-01-12,275.6,280.94,262.08,266.39,98827,388338,152760,41156980051,320091242978092608,3.011,257582410,0.0897,0.0269,10.141,2814,64.236,24861,7.16,185470,20.915,0.921,13719900.0,609318.71,267.42
2015-01-13,266.34,272.43,263.54,267.42,102182,473566,177766,43971662056,272161901252385664,2.807,396182478,0.0363,0.0239,11.339,4121,109.132,30086,9.383,225670,20.995,0.487,13719850.0,1026145.43398932,227.0
2015-01-14,267.1,268.15,216.0,227.0,104620,420424,176128,43971662056,313723755532736384,2.293,439178499,0.0288,0.0198,9.931,4449,100.75,35414,13.69,225148,20.995,0.419,13727150.0,761422.01,171.41
2015-01-15,227.01,230.89,152.4,171.41,120239,422623,189764,43971662056,310577875462885376,2.515,511062279,0.0295,0.0206,9.536,4333,118.491,26417,12.017,233935,20.959,0.455,13727150.0,768009.0,210.98
2015-01-16,172.0,233.9,168.5,210.98,104560,394092,168827,43971662056,327862484774542976,2.254,330246817,0.0296,0.0212,10.36,3875,111.052,26448,9.983,212353,20.963,0.419,13734300.0,954891.941835932,208.03
2015-01-17,210.69,223.15,198.04,208.03,90361,390993,179369,43971662056,298061232277865792,2.331,213977797,0.0296,0.0201,10.435,2485,77.238,19187,8.437,251157,20.952,0.386,13731825.0,789179.66,199.69
2015-01-18,208.02,212.84,192.17,199.69,83033,320738,149221,43971662056,320532425146032960,2.466,188491537,0.0344,0.0206,9.412,2426,67.6,24812,7.633,224733,20.956,0.362,13741900.0,826197.1,211.85
2015-01-19,199.69,222.0,195.02,211.85,98341,402693,166356,43971662056,345488243747700160,2.216,197147953,0.0309,0.0212,10,2149,76.733,27548,7.191,218577,20.961,0.398,13744900.0,904302.554752611,216.34
2015-01-20,211.8,220.94,207.7,216.34,98807,450136,159415,43971662056,274144583498845248,2.278,283442771,0.0306,0.0211,12.203,3045,76.932,26982,7.42,198469,20.953,0.485,13743500.0,739857.6,210.65
2015-01-21,216.01,216.81,201.98,210.65,96810,354071,159612,43971662056,284185028966422752,2.824,285686626,0.0297,0.0215,9.664,3190,73.247,24660,8.122,203888,21.369,0.359,13752075.0,880165.7,227.16
2015-01-22,211.94,228.9,205.0,227.16,93563,396432,156944,43971662056,336092868154880832,2.342,262269539,0.0333,0.0232,10.667,3093,88.082,25882,8.193,200098,21.407,0.396,13755175.0,907343.516960094,234.08
2015-01-23,227.75,239.0,226.01,234.08,91887,390335,146063,43971662056,280992351227268096,2.546,217567723,0.0342,0.023,11.613,2533,78.988,24058,7.365,187750,21.385,0.44,13755350.0,742971.68,233.64
2015-01-24,234.08,240.0,225.55,233.64,83431,372257,130398,43971662056,267318101546952128,2.805,177146103,0.0328,0.0237,11.429,3396,65.626,32718,7.42,183388,21.35,0.366,13761350.0,781361.82,249.19
2015-01-25,233.42,249.99,230.03,249.19,86433,457507,177915,43971662056,279151050285748832,2.794,219821643,0.0383,0.0249,11.52,2702,50.787,21312,7.12,288554,21.363,0.425,13764525.0,857586.694546591,255.31
2015-01-26,249.33,257.0,241.33,255.31,108054,491373,172932,43971662056,275002539628328608,3.264,551380791,0.0417,0.0281,11.339,5443,97.951,33929,10.629,233561,21.114,0.503,13768150.0,967817.14,274.8
2015-01-27,254.67,309.9,254.67,274.8,99244,384604,171248,42957352412,295786158750588800,3.302,283789031,0.0369,0.0261,9.664,2986,77.204,26135,9.139,220332,21.154,0.376,13766975.0,987528.5,263.98
2015-01-28,274.76,278.51,243.1,263.98,85068,273552,125251,41272873895,318722243173218048,3.261,167232333,0.0344,0.0253,8.78,2721,75.39,27422,8.351,176113,21.102,0.282,13776350.0,1611057.54290654,236.07
2015-01-29,263.97,266.45,225.91,236.07,90715,282263,141590,41272873895,339128091955828032,2.818,198110448,0.0313,0.0232,8.78,2424,79.12,25184,8.564,187231,21.039,0.298,13779825.0,802163.46,235.79
2015-01-30,236.07,242.18,220.0,235.79,81061,312664,127447,41272873895,317705424562295296,2.533,180294705,0.0322,0.0232,10.435,2500,95.57,22919,7.578,167417,21.061,0.325,13779225.0,892843.9,228.98
2015-01-31,235.12,244.98,225.52,228.98,86146,314776,168547,41272873895,302786161350195968,3.133,157734829,0.0331,0.0228,8.675,2062,59.035,18146,6.545,252029,21.003,0.301,13787950.0,1195032.17185529,216.9
2015-02-01,228.96,234.8,215.75,216.9,78839,300375,147822,41272873895,351588524791980608,2.415,152514560,0.0311,0.0218,9.29,2069,60.332,19445,7.53,223386,20.947,0.289,13791625.0,822201.0,226.93
2015-02-02,218.04,233.0,208.48,226.93,85828,308345,149103,41272873895,306149327537087808,2.954,179640320,0.0329,0.0227,9.057,2578,88.732,24761,6.677,190042,20.933,0.313,13791450.0,801295.88,238.47
2015-02-03,226.93,241.98,221.79,238.47,91666,403982,167778,41272873895,297902903995348800,2.534,283553978,0.0338,0.0237,11.339,3288,100.783,33419,7.103,208174,20.931,0.411,13799025.0,913622.283780247,227.99
2015-02-04,238.38,244.39,223.79,227.99,90655,310990,163051,41272873895,307704335216044736,2.92,253667585,0.0313,0.0225,9.057,2983,78.365,22995,6.961,200994,20.926,0.316,13802700.0,801443.19,227.0
2015-02-05,227.94,231.0,220.02,227.0,86408,298004,147816,41272873895,308079737056779712,2.879,246281342,0.0311,0.0222,9.057,3225,74.179,28935,7.814,188459,20.94,0.304,13803125.0,966981.42,216.81
2015-02-06,226.93,229.0,210.43,216.81,85528,260826,153349,41272873895,349279889333801984,2.794,172827120,0.0301,0.022,8.136,2397,80.97,23289,7.53,187787,20.925,0.264,13811375.0,1180053.9936833,223.37
2015-02-07,216.46,225.86,210.59,223.37,85540,284863,131116,41272873895,347685204159057920,2.59,130132193,0.0311,0.0226,9.057,1637,47.375,19540,8.524,169002,20.904,0.296,13814575.0,717658.5,228.3
2015-02-08,223.44,231.14,221.77,228.3,82547,406572,167688,41272873895,291396969035133568,2.556,128117635,0.032,0.0225,10.909,1722,39.939,20792,8.382,265343,20.927,0.355,13815275.0,856876.32,223.88
2015-02-09,228.78,232.89,217.28,223.88,104597,366168,156526,42458914417,316692032522770368,2.818,166981560,0.0314,0.0221,8.944,1889,43.684,24642,8.382,198547,20.891,0.369,13822200.0,1084298.90857245,220.9
2015-02-10,223.92,225.99,215.0,220.9,102831,397470,160388,44455415962,341617353559520128,2.308,159581622,0.0304,0.0218,10,1766,54.262,24331,8.098,203572,20.885,0.397,13825950.0,835570.36,220.42
2015-02-11,220.91,222.0,215.0,220.42,96890,347730,159522,44455415962,331519369809214464,2.638,168054851,0.0328,0.0221,9.114,2008,54.6,39339,7.53,197726,20.893,0.364,13827000.0,757105.79,219.55
2015-02-12,220.42,223.43,217.99,219.55,87308,421276,159009,44455415962,311350992732329152,2.105,142164322,0.0315,0.0219,12.101,1847,71.939,25742,7.388,206455,20.873,0.421,13832850.0,700112.57856552,223.0
2015-02-13,219.57,223.09,218.01,223.0,113514,501160,210337,44455415962,294169713164856000,2.888,213327107,0.0356,0.0232,9.863,2147,50.671,27697,7.103,262527,20.888,0.476,13836875.0,991297.71,237.0
2015-02-14,223.02,242.35,221.37,237.0,98613,415948,164268,44455415962,345191928068330688,2.863,150700482,0.0375,0.0246,9,1770,37.242,19041,6.819,238325,20.927,0.375,13840225.0,820538.37,256.99
2015-02-15,237.0,259.31,236.9,256.99,85127,468765,197774,44455415962,309126528005164352,2.844,165454855,0.0406,0.025,10.286,2147,44.651,21846,7.103,320682,20.957,0.394,13838450.0,1098201.7798575,235.63
2015-02-16,256.81,267.92,227.75,235.63,104475,414871,174468,44455415962,345625243748567552,2.674,145162702,0.0345,0.0235,9.172,1626,46.414,24782,7.245,232161,20.945,0.391,13848050.0,949160.0,234.7
2015-02-17,235.61,241.23,229.2,234.7,102839,445600,181573,44455415962,343002678319700480,2.603,164108460,0.0371,0.0239,9.664,1837,56.116,24354,7.245,239272,20.948,0.427,13852075.0,948874.8,244.7
2015-02-18,234.69,248.78,232.01,244.7,105552,360977,168694,44455415962,346558276433120128,2.896,178203062,0.034,0.024,8.623,1958,52.384,22628,7.814,217076,20.967,0.358,13850300.0,1187677.75371608,237.37
2015-02-19,244.6,247.0,232.01,237.37,94386,315845,149795,44455415962,377212876117137088,2.625,142242747,0.0342,0.0238,8.675,1788,51.351,24979,7.814,184558,20.957,0.327,13860325.0,1013940.28,240.59
2015-02-20,240.25,245.01,235.59,240.59,98556,382467,160859,44455415962,363378012195754752,2.651,169893535,0.0372,0.0243,9.114,1907,50.815,29514,11.508,215262,20.883,0.382,13863775.0,850966.24,245.48
2015-02-21,245.0,249.32,239.41,245.48,87685,401430,175643,44455415962,314664817096010560,2.764,130850822,0.036,0.0244,10.141,1694,47.491,20543,6.961,247862,20.874,0.364,13862050.0,961956.919245941,245.41
2015-02-22,245.0,249.0,235.0,245.41,84791,356192,152214,44470177289,326842418504531648,2.795,100593613,0.0352,0.0241,9.536,1301,39.64,20579,7.672,233857,20.873,0.327,13870975.0,815115.42,236.5
2015-02-23,235.0,247.42,232.48,236.5,101373,404640,169237,46684376317,341104023894484352,2.467,169973141,0.0338,0.0236,10.141,1878,49.23,23428,6.961,217374,20.883,0.408,13874425.0,831706.4,239.65
2015-02-24,235.0,241.0,232.05,239.65,104996,435553,164780,46684376317,311009972711698048,2.48,152841888,0.0327,0.0238,11.163,1632,67.575,24385,6.677,202944,20.864,0.445,13873750.0,833758.262454456,239.55
2015-02-25,239.75,240.97,236.07,239.55,105235,355713,163290,46684376317,339351658020452864,2.787,172702298,0.0343,0.0237,9.057,1816,57.774,24137,6.677,197578,20.89,0.382,13881925.0,858325.0,237.97
2015-02-26,237.75,240.98,236.0,237.97,100667,363955,161352,46684376317,356104265340452096,2.494,254401531,0.033,0.0236,9.6,2638,52.704,26283,6.535,195126,20.883,0.375,13885875.0,1006856.0,236.84
